id,smiles,exactmass,rotatablebondcount,logp,formalcharge,acceptorcount,donorcount,polarsurfacearea,error
CHEMBL499312,C1CCC2=C(C=CC(=C2C1)OCC(=O)O)SC3=C(C=C(C=C3)COC4=CC=C(C=C4)C(F)(F)F)OCC#CCCO,586.163694,11,6.5424,0,6,2,85.22,
CHEMBL239771,Cc1cnc(-c2ccc(Cl)cc2)nc1N(C)CCCOc1ccc2c(c1)CC[C@H]2CC(=O)O,465.181919,9,5.51522,0,5,1,75.55,
CID_44439716,CC1=CN=C(N=C1N(C)CCCOC2=CC3=C(C=C2)C(CC3)CC(=O)O)C4=CC=C(C=C4)Cl,465.181919,9,5.51522,0,5,1,75.55,
CHEMBL1947140,COc1ccc2c(-n3c(=O)n(Cc4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4cc(C(F)(F)F)ccc43)noc2c1,552.125669,5,4.4907,0,9,1,117.59,
CID_11563028,CC1(C(=O)NC(=O)O1)C2=CC=CC(=C2)CN3C4=C(C=CC(=C4)C(F)(F)F)N(C3=O)C5=NOC6=C5C=CC(=C6)OC,552.125669,5,4.4907,0,9,1,117.59,
CHEMBL427299,CCCC1=C(C=CC2=C1ON=C2C3=CC=CC=C3)OCCOC4=CC=C(C=C4)CCC(=O)O,445.188923,11,5.9223,0,5,1,81.79,
CHEMBL4072125,CCOC(CC1=CC=C(C=C1)OC2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)O,392.162374,10,5.0901,0,4,1,64.99,
CHEMBL427520,CCC(=O)C1=CC=C(C=C1)OC(C2=CC=CC=C2)C(=O)O,284.104859,6,3.484,0,3,1,63.6,
CHEMBL381865,CC(C)(C)C1=CC=C(C=C1)N2C3=C(C=CC(=C3)Cl)C(=C2C(=O)O)OC4=CC=CC(=C4)C(F)(F)F,487.116206,4,8.0907,0,3,1,51.46,
CHEMBL1947144,COc1ccc2c(-n3c(=O)n(Cc4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4ccccc43)noc2c1,484.138284,5,3.4719,0,9,1,117.59,
CID_11591164,CC1(C(=O)NC(=O)O1)C2=CC=CC(=C2)CN3C4=CC=CC=C4N(C3=O)C5=NOC6=C5C=CC(=C6)OC,484.138284,5,3.4719,0,9,1,117.59,
CHEMBL519153,CCO[C@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,451.145344,10,5.51842,0,6,1,81.79,
CHEMBL110408,CCCC1=CC2=C(C(=C1OC(C3=CC=C(C=C3)CCC4=CC=CC=N4)C(=O)O)CCC)ON=C2C(F)(F)F,526.207942,11,7.1365,0,5,1,85.45,
CHEMBL3335654,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC(=C3)CCC(=O)O,444.204907,7,5.5059,0,3,3,95.5,
CHEMBL461379,Cc1c(Oc2ccc(Cl)cc2)c2ccc(F)nc2n1Cc1ccc(F)c(O[C@@H](C)C(=O)O)c1,472.100141,7,5.96882,0,5,1,73.58,
CID_25166743,CC1=C(C2=C(N1CC3=CC(=C(C=C3)F)OC(C)C(=O)O)N=C(C=C2)F)OC4=CC=C(C=C4)Cl,472.100141,7,5.96882,0,5,1,73.58,
CHEMBL1760426,CCCCN(C1=CC=CC(=C1C)C2=CC=C(C=C2)C)S(=O)(=O)C3=C(C(=C(C=C3)OC(C)C(=O)O)C)C,509.223594,10,6.43458,0,4,1,83.91,
CHEMBL3311308,CC1=CC(=C(C(=C1)C)NS(=O)(=O)C2=CC=C(C=C2)OC)C,305.108564,4,3.42126,0,3,1,55.4,
CHEMBL1760411,CCCCN(C1=CC=CC(=C1Cl)C2=CC=C(C=C2)Cl)S(=O)(=O)C3=C(C(=C(C=C3)OC(C)C(=O)O)C)C,549.114349,10,7.12454,0,4,1,83.91,
CHEMBL398486,Cc1oc(-c2cccc(F)c2)nc1CCOc1ccc2c(c1)CC[C@H]2CC(=O)O,395.153286,7,4.91512,0,4,1,72.56,
CID_44442447,CC1=C(N=C(O1)C2=CC(=CC=C2)F)CCOC3=CC4=C(C=C3)C(CC4)CC(=O)O,395.153286,7,4.91512,0,4,1,72.56,
CHEMBL1080184,CC1=C(C=CC(=C1)OCC2=NC(=C(O2)C3=CC=C(C=C3)OC(F)(F)F)C4=CN=C(N=C4)OC)OCC(=O)O,531.125335,10,5.05662,0,9,1,126.03,
CHEMBL220570,O=C(O)C[C@@H]1CCc2cc(OCCCOc3ccc(-c4ccc(C(F)(F)F)cn4)cc3)ccc21,471.165743,9,6.1198,0,4,1,68.65,
CID_16110444,C1CC2=C(C1CC(=O)O)C=CC(=C2)OCCCOC3=CC=C(C=C3)C4=NC=C(C=C4)C(F)(F)F,471.165743,9,6.1198,0,4,1,68.65,
CHEMBL119066,CCCC1=C(C=CC(=C1)C2CCC(CC2)(C)C)OCCCOC3=CC=CC(=C3)C4C(=O)NC(=O)O4,479.267173,10,6.4783,0,5,1,73.86,
CHEMBL3934302,COC1=C(C=C(C=C1)CCOC(=O)CC2=CC(=CC=C2)SCC3=CC=CC=C3C(=O)O)OC,466.14501,11,5.0227,0,6,1,82.06,
CID_164615468,CCOC1=CC=C(C=C1)C=C2C(=O)C3=C(O2)C=C(C=C3)OCC4=CC(=C(C(=C4)C)OC(C)(C)C(=O)O)C,502.199153,9,6.13934,0,6,1,91.29,
CHEMBL4847495,CCOc1ccc(/C=C2\Oc3cc(OCc4cc(C)c(OC(C)(C)C(=O)O)c(C)c4)ccc3C2=O)cc1,502.199153,9,6.13934,0,6,1,91.29,
