id,smiles,exactmass,rotatablebondcount,logp,formalcharge,acceptorcount,donorcount,polarsurfacearea,error
CHEMBL389441,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(Cc3ccccc3)c(=O)c21.[Na+],592.234945,11,1.58,0,7,2,107.52,
CHEMBL2347005,C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]2[C@@H](OC(=O)NCCCCCCC(=O)NO)C1,620.385679,13,6.8178,0,7,3,123.19,
CHEMBL1161642,CC(C)c1c(Br)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,533.101327,9,6.0435,0,4,3,82.69,
CHEMBL3684074,COC1C[C@H](OCc2ccccc2)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,569.23597,10,5.552,0,7,0,90.85,
CHEMBL1161659,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@H](O)CC(=O)O,456.186064,9,4.676,0,5,3,95.58,
CHEMBL1161663,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,456.186064,9,4.676,0,5,3,95.58,
CHEMBL333760,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,456.186064,9,4.676,0,5,3,95.58,
CHEMBL389442,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(Cc3ccccc3F)c(=O)c21.[Na+],610.225523,11,1.7191,0,7,2,107.52,
CHEMBL1161652,CN(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,457.181313,9,3.6186,0,6,3,98.82,
CHEMBL2368191,CC(C)c1nc(C2CCCCC2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,437.236622,5,6.1385,0,4,1,59.42,
CHEMBL5269334,CC(C)OP(=O)(OC(C)C)C(Cc1cc(C(C)(C)C)nc(C(C)(C)CO)c1)P(=O)(OC(C)C)OC(C)C,563.314076,14,7.6038,0,8,1,104.18,
CHEMBL1163150,CC(C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)O,813.354485,24,-1.465,0,11,11,332.75,
CHEMBL3677709,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](OCc2ccccc2)CC(OCC(Cl)(Cl)Cl)O1,685.134703,11,7.2924,0,7,0,90.85,
CHEMBL2368185,CC(C)c1nc(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,450.175499,5,5.2919,0,5,1,72.31,
CHEMBL3963593,CC(C)OC1C[C@@H](OCc2ccccc2)C[C@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,597.267271,11,6.3306,0,7,0,90.85,
CHEMBL2368202,CC(C)c1nc(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,449.18025,5,5.8969,0,4,1,59.42,
CHEMBL3704922,C#Cc1ccc(NC(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]4C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O4)[C@H]32)cc1,577.32235,7,7.8657,0,5,1,73.86,
CHEMBL5266062,CCC(CF)(CF)c1cc(CC(P(=O)(OC(C)C)OC(C)C)P(=O)(OC(C)C)OC(C)C)cc(C(CC)(CF)CF)n1,647.312774,20,9.21,0,7,0,83.95,
CHEMBL489540,CCCCCCCCC#CC#C/C=C/CCCC(=O)O,274.19328,10,4.5549,0,1,1,37.3,
CHEMBL2347007,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)NO)[C@H]21,451.293388,10,3.5265,0,6,4,116.09,
CHEMBL169046,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,402.349781,5,6.5036,0,2,2,40.46,
CHEMBL465885,COC(=O)c1ccc(NS(=O)(=O)c2c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc1,670.216044,14,5.7878,0,8,4,155.16,
CHEMBL65037,CC(C)c1nn(-c2ccccn2)c(-c2ccc(F)cc2)c1CCC(O)C[C@@H](O)CC(=O)[O-].[Na+],463.188329,10,-0.6147,0,7,2,111.3,
CHEMBL1163691,CCCc1cc(OC)c(OC)cc1O,196.109944,4,2.3619,0,3,1,38.69,
CHEMBL5267183,CC(C)OP(=O)(OC(C)C)C(Cc1cc(Cc2ccccc2)nc(C(C)(C)C)c1)P(=O)(OC(C)C)OC(C)C,581.303512,14,8.9247,0,7,0,83.95,
CHEMBL444210,CC(C)c1c(C(=O)NCc2cccc(-c3ccccc3F)c2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,591.254478,13,5.5254,0,6,4,124.68,
CHEMBL1161657,Cc1cc(-c2nc(C(C)C)n(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c2-c2ccc(F)cc2)cc(C)c1Cl,500.187813,9,5.80714,0,5,3,95.58,
CHEMBL2367470,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C(F)(F)F)nn(-c2ccccn2)c1-c1ccc(F)cc1.[Na+],487.113113,8,-0.6387,0,7,2,111.3,
CHEMBL318707,CC(C)c1cc(-c2ccc(F)cc2)c(OCC2C[C@@H](O)CC(=O)O2)c(C(C)C)c1,400.204988,6,5.1848,0,4,1,55.76,
CHEMBL3349828,CCC(C)(C)C(=O)O[C@@H]1C2C(=C[C@H](C)[C@H]1CO)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,448.282489,7,3.804,0,6,2,93.06,
CHEMBL249724,COc1ccc(CNC(=O)c2c(-c3ccccc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)cc1.[Na+],624.261159,14,1.6692,0,7,3,123.85,
CHEMBL452139,CC(C)c1c(S(=O)(=O)NN2CCOCC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,603.24145,13,3.5868,0,8,4,141.33,
CHEMBL504314,Cn1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)Nc1ccc(S(N)(=O)=O)cc1,609.1945,12,3.9171,0,7,5,171.95,
CHEMBL481660,CCc1c(C(=O)N[C@H](CO)c2ccc(-c3ccccc3)cc2)c2c(n1CC[C@@H](O)C[C@@H](O)CC(=O)O)CCCC2,548.288637,13,4.0364,0,6,5,132.02,
CHEMBL399773,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1C(=O)Nc1cccc(C(=O)N(C)C)c1.[Na+],669.262637,13,1.8238,0,7,3,134.93,
CHEMBL400747,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1C(=O)Nc1cccc(O)c1.[Na+],614.220437,12,1.8276,0,7,4,134.85,
CHEMBL389216,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(-c3cccc(Cl)c3)c(=O)c21.[Na+],612.180322,10,2.1743,0,7,2,107.52,
CHEMBL394937,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)Nc1ccccc1.[Na+],580.234945,12,1.9829,0,6,3,114.62,
CHEMBL99838,CC(C)c1cc(-c2ccccc2)cc(CC2CCCCC2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],476.253869,11,1.2345,0,5,2,89.82,
CHEMBL5275570,CCCCC(CC)c1cc(CC(P(=O)(OC(C)C)OC(C)C)P(=O)(OC(C)C)OC(C)C)cc(C(C)(C)C)n1,589.366112,17,10.0177,0,7,0,83.95,
CHEMBL398551,Cc1cc(CNC(=O)c2c(-c3ccccc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)nn1C.[Na+],612.272393,13,0.70252,0,8,3,132.44,
